station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,snow_in,avg_feel,IATA
SNA,2023-06-15,70.0,61.0,57.9,55.0,0.0,4.605574,,65.16899,SNA
SMF,2023-06-15,94.0,59.0,60.1,42.1,0.0,5.4710803,,73.83556,SMF
SJC,2023-06-16,76.0,58.0,60.1,53.1,0.0,6.3435264,,65.31024,SJC
SMF,2023-06-16,98.0,57.0,60.1,41.0,0.0,6.082834,,74.69023,SMF
SNA,2023-06-16,75.0,64.0,59.0,55.9,0.0,4.0841885,,67.73108,SNA
OAK,2023-06-16,70.0,57.0,57.0,52.0,0.0,9.037353,,61.67157,OAK
SJC,2023-06-17,78.0,57.0,61.0,54.0,0.0,6.082834,,65.62516,SJC
SNA,2023-06-17,77.0,63.0,60.1,57.2,0.0,4.5186763,,68.30634,SNA
SMF,2023-06-17,88.0,59.0,59.0,53.1,0.0,11.470487,,71.53428,SMF
OAK,2023-06-17,68.0,57.0,55.0,52.0,0.0,8.602865,,60.45972,OAK
OAK,2023-06-18,68.0,56.0,53.1,46.9,0.0,11.731179,,61.314774,OAK
SJC,2023-06-18,75.0,56.0,55.0,42.1,0.0,7.907684,,64.96167,SJC
SMF,2023-06-18,87.0,59.0,57.0,44.1,0.0,9.298046,,70.80101,SMF
SNA,2023-06-18,72.0,63.0,59.0,55.0,0.0,5.300755,,65.6331,SNA
SJC,2023-06-19,69.0,54.0,46.9,42.1,0.0,10.775306,,60.52439,SJC
SMF,2023-06-19,78.0,53.0,46.0,36.0,0.0,8.342172,,65.71951,SMF
OAK,2023-06-19,69.0,54.0,48.9,46.0,0.0,16.684343,,60.365505,OAK
SNA,2023-06-19,73.0,63.0,57.0,54.0,0.0,5.6483455,,66.3331,SNA
OAK,2023-06-20,70.0,48.0,50.0,44.1,0.0,7.5600934,,59.25431,OAK
SMF,2023-06-20,80.0,52.0,46.9,28.0,0.0,5.300755,,66.9216,SMF
SNA,2023-06-20,75.0,63.0,57.0,52.0,0.0,4.8662667,,68.04599,SNA
SJC,2023-06-20,74.0,50.0,50.0,39.0,0.0,6.6042194,,61.445366,SJC
SMF,2023-06-21,87.0,50.0,52.0,30.0,0.0,4.605574,,69.23002,SMF
SNA,2023-06-21,75.0,60.0,57.9,52.0,0.0,4.7793694,,67.46111,SNA
OAK,2023-06-21,67.0,51.0,51.1,48.0,0.0,9.211148,,58.389755,OAK
SJC,2023-06-21,73.0,49.0,53.1,39.0,0.0,6.6911173,,60.538467,SJC
SJC,2023-06-22,74.0,56.0,51.1,48.9,0.0,5.995936,,62.772614,SJC
SNA,2023-06-22,72.0,62.0,57.0,51.1,0.0,4.8662667,,64.86836,SNA
OAK,2023-06-22,68.0,54.0,53.1,46.9,0.0,9.558739,,59.89115,OAK
SMF,2023-06-22,82.0,55.0,52.0,48.0,0.0,8.689762,,66.18445,SMF
SNA,2023-06-23,74.0,61.0,53.1,48.9,0.0,4.7793694,,66.23366,SNA
OAK,2023-06-23,67.0,56.0,53.1,48.9,0.0001,10.340817,,60.416725,OAK
SJC,2023-06-23,73.0,57.0,55.0,48.0,0.0,8.77666,,63.398605,SJC
SMF,2023-06-23,80.0,57.0,53.1,48.0,0.0,9.993227,,67.227394,SMF
SNA,2023-06-24,73.0,59.0,57.0,51.1,0.0,4.171086,,66.19652,SNA
SJC,2023-06-24,70.0,56.0,55.0,48.2,0.0,7.646991,,61.29303,SJC
SMF,2023-06-24,85.0,56.0,55.0,46.9,0.0,9.732533,,68.048805,SMF
OAK,2023-06-24,66.0,56.0,51.1,48.9,0.0,10.775306,,59.672333,OAK
SJC,2023-06-25,70.0,57.0,55.0,48.0,0.0,7.994581,,61.653103,SJC
SMF,2023-06-25,81.0,56.0,54.0,50.0,0.0,9.12425,,66.810875,SMF
SNA,2023-06-25,74.0,62.0,55.9,52.0,0.0,4.0841885,,66.97429,SNA
OAK,2023-06-25,64.0,55.0,52.0,48.0,0.0001,9.993227,,58.53798,OAK
OAK,2023-06-26,63.0,54.0,52.0,50.0,0.0001,9.819431,,57.54439,OAK
SJC,2023-06-26,72.0,57.0,55.9,51.1,0.0,6.3435264,,61.712334,SJC
SMF,2023-06-26,88.0,55.0,55.0,44.1,0.0,8.689762,,68.4528,SMF
SNA,2023-06-26,75.0,60.0,56.0,54.0,0.0,4.6924715,,66.31484,SNA
SMF,2023-06-27,87.0,56.0,57.0,51.1,0.0,8.342172,,69.99819,SMF
OAK,2023-06-27,63.0,53.0,52.0,50.0,0.0001,9.12425,,56.695957,OAK
SJC,2023-06-27,71.0,56.0,55.0,51.1,0.0,6.256629,,61.567665,SJC
SNA,2023-06-27,73.0,61.0,57.9,54.0,0.0,4.8662667,,66.52697,SNA
SJC,2023-06-28,70.0,56.0,55.0,51.1,0.0,5.9090385,,61.983486,SJC
