station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,snow_in,avg_feel,IATA
PNS,2023-06-14,92.0,72.0,78.8,66.9,0.08,13.121541,0.0,92.99179,PNS
SRQ,2023-06-14,91.0,78.0,77.0,73.9,0.0,8.4290695,0.0,93.50574,SRQ
RSW,2023-06-15,92.0,76.0,79.0,73.9,0.0,6.6911173,0.0,92.18858,RSW
PNS,2023-06-15,90.0,72.0,79.0,69.8,9.3,13.295337,0.0,90.55651,PNS
SRQ,2023-06-15,91.0,77.0,77.0,73.0,0.0,8.255275,0.0,93.82903,SRQ
SFB,2023-06-15,96.0,69.0,73.9,66.0,0.88,9.384943,0.0,80.93053,SFB
RSW,2023-06-16,91.0,77.0,80.1,75.9,0.03,6.8649125,0.0,93.23462,RSW
SFB,2023-06-16,92.0,71.0,75.9,66.0,0.0001,10.427715,0.0,83.826126,SFB
SRQ,2023-06-16,90.0,76.0,79.0,71.1,0.0001,10.60151,0.0,91.70049,SRQ
PNS,2023-06-16,89.0,68.0,77.0,64.9,1.18,8.689762,0.0,80.58098,PNS
RSW,2023-06-17,92.0,77.0,80.1,73.9,0.12,6.3435264,0.0,92.7304,RSW
SRQ,2023-06-17,91.0,83.0,78.8,71.1,0.01,10.340817,0.0,95.45536,SRQ
SFB,2023-06-17,88.0,70.0,78.1,66.9,0.7,7.386298,0.0,79.75984,SFB
PNS,2023-06-17,93.0,71.0,80.1,68.0,0.26,7.0387077,0.0,84.19604,PNS
PNS,2023-06-18,84.0,70.0,75.9,66.2,0.39,5.8221407,0.0,77.43312,PNS
RSW,2023-06-18,84.0,73.0,78.1,71.6,1.76,5.7352433,0.0,78.89089,RSW
SFB,2023-06-18,92.0,70.0,73.4,66.0,0.0001,6.7780147,0.0,81.41348,SFB
SRQ,2023-06-18,89.0,72.0,78.1,69.1,0.91,8.515967,0.0,86.2872,SRQ
RSW,2023-06-19,91.0,76.0,79.0,72.0,0.0,5.8221407,0.0,89.98057,RSW
SFB,2023-06-19,95.0,73.0,75.9,68.0,0.0001,7.0387077,0.0,87.09788,SFB
PNS,2023-06-19,86.0,74.0,79.0,63.0,0.0001,8.689762,0.0,85.11603,PNS
SRQ,2023-06-19,90.0,81.0,78.1,73.0,0.0,9.037353,0.0,94.22561,SRQ
PNS,2023-06-20,89.0,71.0,73.9,68.0,0.0,7.386298,0.0,82.228485,PNS
SFB,2023-06-20,87.0,72.0,75.9,69.1,0.7,7.212503,0.0,76.93444,SFB
SRQ,2023-06-20,90.0,83.0,78.1,73.9,0.0,12.339462,0.0,95.617134,SRQ
RSW,2023-06-20,90.0,71.0,78.1,64.9,0.56,7.386298,0.0,84.12544,RSW
SFB,2023-06-21,86.0,71.0,73.9,66.0,0.3,8.515967,0.0,76.38056,SFB
SRQ,2023-06-21,89.0,72.0,75.9,66.9,0.86,9.819431,0.0,80.93919,SRQ
PNS,2023-06-21,87.0,74.0,75.0,70.0,0.39,7.0387077,0.0,80.95452,PNS
RSW,2023-06-21,90.0,71.0,78.1,68.0,1.94,7.386298,0.0,82.046646,RSW
RSW,2023-06-22,90.0,72.0,79.0,71.1,0.0001,5.7352433,0.0,86.57953,RSW
SRQ,2023-06-22,90.0,73.0,78.1,69.1,0.0,8.950456,0.0,89.69125,SRQ
PNS,2023-06-22,89.0,73.0,77.0,68.0,0.17,5.2138577,0.0,83.17444,PNS
SFB,2023-06-22,91.0,68.0,73.9,68.0,1.08,5.8221407,0.0,78.15627,SFB
SRQ,2023-06-23,91.0,77.0,77.0,73.0,0.06,6.8649125,0.0,94.33885,SRQ
PNS,2023-06-23,92.0,74.0,73.9,68.0,0.08,4.344881,0.0,85.41229,PNS
RSW,2023-06-23,93.0,76.0,79.0,70.0,0.02,4.0841885,0.0,89.96785,RSW
SFB,2023-06-23,91.0,70.0,75.0,69.1,3.62,5.387653,0.0,80.097855,SFB
SRQ,2023-06-24,91.0,76.0,75.9,72.0,0.0,4.5186763,0.0,89.97399,SRQ
RSW,2023-06-24,93.0,74.0,78.1,70.0,0.01,4.605574,0.0,83.98919,RSW
SFB,2023-06-24,93.0,73.0,75.9,70.0,1.15,5.8221407,0.0,83.46002,SFB
PNS,2023-06-24,89.0,70.0,69.1,64.0,0.0,4.431779,0.0,82.73366,PNS
RSW,2023-06-25,91.0,73.0,75.9,72.0,0.09,3.5628026,0.0,83.558624,RSW
SFB,2023-06-25,91.0,74.0,75.9,69.1,0.0,5.4745502,0.0,84.14391,SFB
SRQ,2023-06-25,90.0,79.0,75.0,70.0,0.0,6.082834,0.0,89.42562,SRQ
PNS,2023-06-25,91.0,73.0,79.0,69.1,0.0,6.256629,0.0,90.74115,PNS
PNS,2023-06-26,95.0,73.0,79.0,68.0,0.37,9.384943,0.0,92.44294,PNS
RSW,2023-06-26,90.0,72.0,77.0,71.1,0.09,3.7365978,0.0,84.6672,RSW
SFB,2023-06-26,94.0,73.0,75.0,66.0,0.0,5.12696,0.0,86.794106,SFB
SRQ,2023-06-26,89.0,76.0,75.0,68.0,0.0,6.256629,0.0,88.133644,SRQ
SFB,2023-06-27,95.0,76.0,75.0,71.1,0.0,8.168377,0.0,90.85372,SFB
PNS,2023-06-27,96.0,79.0,78.1,71.1,0.0001,6.430424,0.0,96.058105,PNS
RSW,2023-06-27,92.0,76.0,77.0,70.0,0.0,3.9972906,0.0,88.70771,RSW
SRQ,2023-06-27,89.0,81.0,75.9,70.0,0.0,7.820786,0.0,92.18909,SRQ
RSW,2023-06-28,93.0,74.0,77.0,70.0,0.61,4.431779,0.0,89.23436,RSW
SRQ,2023-06-28,91.0,83.0,79.0,75.9,0.0,9.471841,0.0,97.082924,SRQ
PNS,2023-06-28,97.0,81.0,79.0,70.0,0.0,4.8662667,0.0,99.58975,PNS
SFB,2023-06-28,93.0,76.0,78.8,73.0,0.34,6.5173216,0.0,89.23451,SFB
RSW,2023-06-29,94.0,76.0,78.1,72.0,0.0,5.561448,0.0,88.63626,RSW
PNS,2023-06-29,94.0,78.0,73.9,66.9,0.0,4.6924715,0.0,92.43162,PNS
SRQ,2023-06-29,93.0,81.0,79.0,72.0,0.0001,7.994581,0.0,98.46574,SRQ
SFB,2023-06-29,93.0,75.0,75.9,68.0,0.0,5.300755,0.0,86.610275,SFB
PNS,2023-06-30,98.0,78.0,75.0,68.0,0.0,4.5186763,0.0,94.3475,PNS
SFB,2023-06-30,91.0,74.0,77.0,69.1,0.0,4.9531646,0.0,85.52716,SFB
SRQ,2023-06-30,98.0,77.0,73.9,64.0,0.0,6.8649125,0.0,90.12981,SRQ
RSW,2023-06-30,94.0,75.0,78.1,73.0,0.26,5.0400624,0.0,84.649956,RSW
SRQ,2023-07-01,97.0,75.0,73.0,64.9,0.0,4.9531646,0.0,89.97643,SRQ
PNS,2023-07-01,97.0,81.0,77.0,70.0,0.0001,5.8221407,0.0,96.83674,PNS
RSW,2023-07-01,94.0,74.0,77.0,72.0,0.04,4.431779,0.0,86.117966,RSW
SFB,2023-07-01,93.0,74.0,75.9,68.0,0.0,5.0400624,0.0,86.19452,SFB
SFB,2023-07-02,94.0,76.0,75.0,59.0,0.0,3.9972906,0.0,86.02587,SFB
SRQ,2023-07-02,92.0,77.0,75.9,73.0,0.02,6.8649125,0.0,92.84258,SRQ
PNS,2023-07-02,95.0,80.0,78.1,73.0,0.02,5.300755,0.0,95.870735,PNS
RSW,2023-07-02,92.0,75.0,77.0,73.0,0.0001,4.0841885,0.0,86.70617,RSW
SFB,2023-07-03,98.0,76.0,77.0,68.0,0.0001,4.431779,0.0,91.14281,SFB
SRQ,2023-07-03,93.0,80.0,78.1,73.0,0.0001,5.387653,0.0,95.81617,SRQ
PNS,2023-07-03,92.0,82.0,77.0,72.0,0.1,6.7780147,0.0,94.07322,PNS
RSW,2023-07-03,93.0,76.0,78.1,73.0,0.16,3.9972906,0.0,87.81274,RSW
RSW,2023-07-04,95.0,75.0,78.1,73.9,0.0,3.5628026,0.0,91.85095,RSW
PNS,2023-07-04,95.0,80.0,75.9,71.1,0.0001,6.256629,0.0,94.695206,PNS
SFB,2023-07-04,98.0,78.0,77.0,71.6,0.0001,5.4745502,0.0,90.71243,SFB
SRQ,2023-07-04,97.0,79.0,77.0,72.0,0.0,5.6483455,0.0,96.27475,SRQ
RSW,2023-07-05,95.0,78.0,80.1,73.0,0.3,3.6497002,0.0,90.73212,RSW
SFB,2023-07-05,96.0,77.0,79.0,72.0,0.32,4.171086,0.0,90.08981,SFB
PNS,2023-07-05,95.0,80.0,78.1,72.0,0.1,6.256629,0.0,94.19585,PNS
SRQ,2023-07-05,99.0,80.0,79.0,71.1,0.0,5.0400624,0.0,96.5504,SRQ
SFB,2023-07-06,95.0,78.0,77.0,73.0,0.0001,4.6924715,0.0,90.676186,SFB
SRQ,2023-07-06,93.0,78.0,78.1,73.0,0.0,7.0387077,0.0,95.771484,SRQ
RSW,2023-07-06,91.0,77.0,80.1,71.6,0.14,3.7365978,0.0,89.21092,RSW
PNS,2023-07-06,92.0,77.0,75.0,71.1,0.07,5.9090385,0.0,87.423256,PNS
PNS,2023-07-07,95.0,77.0,75.0,70.0,0.36,5.2138577,0.0,88.295784,PNS
SRQ,2023-07-07,93.0,83.0,75.9,71.1,0.0,7.994581,0.0,97.344955,SRQ
RSW,2023-07-07,91.0,77.0,80.1,73.9,0.67,4.171086,0.0,92.01922,RSW
SFB,2023-07-07,93.0,77.0,78.1,72.0,0.44,6.6042194,0.0,90.26955,SFB
SFB,2023-07-08,89.0,76.0,78.1,71.1,0.26,8.602865,0.0,85.79393,SFB
PNS,2023-07-08,95.0,78.0,75.0,71.1,0.09,7.5600934,0.0,91.62387,PNS
SRQ,2023-07-08,91.0,85.0,78.1,72.0,0.01,9.211148,0.0,96.362335,SRQ
RSW,2023-07-08,92.0,77.0,79.0,75.0,0.1,5.387653,0.0,90.73865,RSW
RSW,2023-07-09,91.0,77.0,80.1,75.0,0.0001,4.8662667,0.0,92.93699,RSW
SRQ,2023-07-09,93.0,84.0,77.0,75.0,0.0,8.863558,0.0,97.99506,SRQ
SFB,2023-07-09,94.0,77.0,78.1,71.1,0.0001,7.125605,0.0,91.28939,SFB
PNS,2023-07-09,91.0,78.0,75.9,70.0,0.11,7.212503,0.0,89.26725,PNS
PNS,2023-07-10,92.0,77.0,77.0,72.0,0.57,6.6911173,0.0,85.20059,PNS
SFB,2023-07-10,94.0,78.0,77.0,72.0,0.0001,9.298046,0.0,87.57793,SFB
RSW,2023-07-10,94.0,79.0,79.0,73.0,0.0,4.431779,0.0,93.022934,RSW
SRQ,2023-07-10,92.0,76.0,77.0,71.1,0.22,7.907684,0.0,93.48038,SRQ
RSW,2023-07-11,94.0,77.0,79.0,71.1,0.0,2.8676217,0.0,92.51235,RSW
PNS,2023-07-11,88.0,75.0,77.0,72.0,0.37,3.6497002,0.0,83.71102,PNS
SRQ,2023-07-11,92.0,82.0,78.1,73.9,0.0,7.386298,0.0,97.230034,SRQ
SFB,2023-07-11,88.0,78.0,79.0,72.0,0.0001,7.5600934,0.0,87.77693,SFB
PNS,2023-07-12,89.0,76.0,78.1,71.1,1.48,3.041417,0.0,81.26433,PNS
SFB,2023-07-12,94.0,76.0,77.0,73.4,0.19,3.8234954,0.0,86.89021,SFB
RSW,2023-07-12,95.0,76.0,75.9,73.9,0.0,2.6938264,0.0,92.50296,RSW
SRQ,2023-07-12,92.0,83.0,77.0,75.0,0.0,6.3435264,0.0,96.78358,SRQ
PNS,2023-07-13,93.0,78.0,79.0,71.0,0.02,4.6924715,0.0,89.45923,PNS
SRQ,2023-07-13,93.0,78.0,77.0,73.0,0.0,5.387653,0.0,95.43339,SRQ
RSW,2023-07-13,97.0,78.0,78.1,72.0,0.0001,3.9972906,0.0,91.373,RSW
